* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160225_CH_Mcap_9.eds
* Experiment Run End Time = 2016-02-25 14:34:42 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	AMPNC	HIGHSD
G7	19-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	27.4228	27.495	0.102				false	0.01	false	3	20		N	N
G7	19-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
G8	19-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	27.5671	27.495	0.102				false	0.01	false	3	20		N	N
G8	19-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
G9	238-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.8306	30.8102	0.0289				false	0.01	true	3	26		N	N
G10	238-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.7898	30.8102	0.0289				false	0.01	true	3	26		N	N
G11	238-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	33.3761	33.3414	0.0491				false	0.01	false	3	20		N	N
G11	238-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	35.0095	34.8082	0.2847				false	0.01	false	3	20		N	N
G12	238-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	33.3067	33.3414	0.0491				false	0.01	false	3	20		N	N
G12	238-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	34.6068	34.8082	0.2847				false	0.01	false	3	20		N	N
H1																		N	N
H2	122-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	25.4402	25.3168	0.1746				false	0.01	false	3	20		N	Y
H2	122-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	36.4574	35.4157	1.4732				false	0.01	false	3	20		N	Y
H3	122-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	25.1934	25.3168	0.1746				false	0.01	false	3	20		N	Y
H3	122-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	34.374	35.4157	1.4732				false	0.01	false	3	20		N	Y
H4	(+)78-10.24.14	Mc	UNKNOWN	FAM	NFQ-MGB	27.9712	27.8592	0.1584				false	0.01	true	3	25		N	N
H5	19-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.4073	26.4564	0.0694				false	0.01	true	3	22		N	N
H6	19-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.5054	26.4564	0.0694				false	0.01	true	3	22		N	N
H7	19-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	25.6657	25.5691	0.1366				false	0.01	false	3	20		N	N
H7	19-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
H8	19-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	25.4726	25.5691	0.1366				false	0.01	false	3	20		N	N
H8	19-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
H9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
H9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
H10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
H10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
H11	NTC	Mc	NTC	FAM	NFQ-MGB	9.7597						false	0.01	true	3	39		Y	N
H12																		N	N
