Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Desktop\CH qPCR\20160225_CH_Mcap_9.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-02-25 14:34:42 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD
B9,216-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.26785851,26.34510422,0.109243281,,,,FALSE,0.01,TRUE,3,22,,N,N
B10,216-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.42235184,26.34510422,0.109243281,,,,FALSE,0.01,TRUE,3,21,,N,N
B11,216-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
B11,216-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,31.61460686,31.53101158,0.118221574,,,,FALSE,0.01,FALSE,3,20,,N,N
B12,216-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
B12,216-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,31.44741631,31.53101158,0.118221574,,,,FALSE,0.01,FALSE,3,20,,N,N
C1,122-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.01306343,30.9236927,0.126389295,,,,FALSE,0.01,TRUE,3,28,,N,N
C2,122-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.83432198,30.9236927,0.126389295,,,,FALSE,0.01,TRUE,3,27,,N,N
C3,122-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,28.29136848,28.49427032,0.286946535,,,,FALSE,0.01,FALSE,3,20,,N,Y
C3,122-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,34.62878036,35.9417038,1.856756806,,,,FALSE,0.01,FALSE,3,20,,N,Y
C4,122-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,28.69717216,28.49427032,0.286946535,,,,FALSE,0.01,FALSE,3,20,,N,Y
C4,122-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,37.25463104,35.9417038,1.856756806,,,,FALSE,0.01,FALSE,3,20,,N,Y
C5,19-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.60027695,25.40383911,0.277806401,,,,FALSE,0.01,TRUE,3,21,,N,N
C6,19-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.20739937,25.40383911,0.277806401,,,,FALSE,0.01,TRUE,3,22,,N,N
C7,19-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,30.0085125,29.97649765,0.045274481,,,,FALSE,0.01,FALSE,3,20,,N,N
C7,19-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
C8,19-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,29.94448471,29.97649765,0.045274481,,,,FALSE,0.01,FALSE,3,20,,N,N
C8,19-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
C9,216-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.36211014,25.47570419,0.160647601,,,,FALSE,0.01,TRUE,3,21,,N,N
C10,216-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.58930016,25.47570419,0.160647601,,,,FALSE,0.01,TRUE,3,20,,N,N
C11,216-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
C11,216-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,28.86820793,28.90169907,0.047363617,,,,FALSE,0.01,FALSE,3,20,,N,N
C12,216-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
C12,216-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,28.9351902,28.90169907,0.047363617,,,,FALSE,0.01,FALSE,3,20,,N,N
D1,122-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.27073288,26.97049713,0.424597472,,,,FALSE,0.01,TRUE,3,22,,N,N
D2,122-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.67026138,26.97049713,0.424597472,,,,FALSE,0.01,TRUE,3,22,,N,N
D3,122-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,27.77052689,27.7902832,0.027941,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,122-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,33.9063797,34.07383728,0.236820787,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,122-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,27.81004143,27.7902832,0.027941,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,122-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,34.24129486,34.07383728,0.236820787,,,,FALSE,0.01,FALSE,3,20,,N,N
D5,19-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.04148293,26.83785629,0.287970185,,,,FALSE,0.01,TRUE,3,22,,N,N
D6,19-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.63423157,26.83785629,0.287970185,,,,FALSE,0.01,TRUE,3,23,,N,N
D7,19-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,32.70137405,32.77690887,0.106822364,,,,FALSE,0.01,FALSE,3,20,,N,N
D7,19-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,19-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,32.8524437,32.77690887,0.106822364,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,19-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D9,216-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.86455345,27.92669296,0.087879889,,,,FALSE,0.01,TRUE,3,24,,N,N
D10,216-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.98883438,27.92669296,0.087879889,,,,FALSE,0.01,TRUE,3,24,,N,N
D11,216-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D11,216-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,30.81245422,30.78091812,0.044600133,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,216-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,216-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,30.74938011,30.78091812,0.044600133,,,,FALSE,0.01,FALSE,3,20,,N,N
E1,122-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.38687325,26.4632473,0.108009227,,,,FALSE,0.01,TRUE,3,23,,N,N
E2,122-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.53962135,26.4632473,0.108009227,,,,FALSE,0.01,TRUE,3,22,,N,N
E3,122-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.03261757,28.13753891,0.148379833,,,,FALSE,0.01,FALSE,3,20,,N,Y
E3,122-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,31.88410568,32.39081573,0.716598928,,,,FALSE,0.01,FALSE,3,20,,N,Y
E4,122-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.24245834,28.13753891,0.148379833,,,,FALSE,0.01,FALSE,3,20,,N,Y
E4,122-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,32.8975296,32.39081573,0.716598928,,,,FALSE,0.01,FALSE,3,20,,N,Y
E5,19-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.55766296,26.31046677,0.349589556,,,,FALSE,0.01,TRUE,3,21,,N,N
E6,19-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.06326866,26.31046677,0.349589556,,,,FALSE,0.01,TRUE,3,23,,N,N
E7,19-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.3666954,29.27363968,0.131602019,,,,FALSE,0.01,FALSE,3,20,,N,N
E7,19-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,19-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.18058205,29.27363968,0.131602019,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,19-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E9,216-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.94615173,24.9378109,0.011795723,,,,FALSE,0.01,TRUE,3,20,,N,N
E10,216-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.92947006,24.9378109,0.011795723,,,,FALSE,0.01,TRUE,3,20,,N,N
E11,216-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E11,216-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,30.74299431,30.50294876,0.339477032,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,216-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,216-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,30.26290131,30.50294876,0.339477032,,,,FALSE,0.01,FALSE,3,20,,N,N
F1,122-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.52838898,32.95851517,0.805923283,,,,FALSE,0.01,TRUE,3,29,,N,Y
F2,122-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,32.38864136,32.95851517,0.805923283,,,,FALSE,0.01,TRUE,3,29,,N,Y
F3,122-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,28.6669426,28.53165054,0.191331863,,,,FALSE,0.01,FALSE,3,20,,N,N
F3,122-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,36.95736694,37.13330841,0.248816118,,,,FALSE,0.01,FALSE,3,20,,N,N
F4,122-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,28.39635849,28.53165054,0.191331863,,,,FALSE,0.01,FALSE,3,20,,N,N
F4,122-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,37.30924606,37.13330841,0.248816118,,,,FALSE,0.01,FALSE,3,20,,N,N
F5,19-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.30939293,26.33300018,0.033387046,,,,FALSE,0.01,TRUE,3,22,,N,N
F6,19-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.35660934,26.33300018,0.033387046,,,,FALSE,0.01,TRUE,3,22,,N,N
F7,19-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,27.97844505,28.16117477,0.258420199,,,,FALSE,0.01,FALSE,3,20,,N,N
F7,19-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
F8,19-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.3439064,28.16117477,0.258420199,,,,FALSE,0.01,FALSE,3,20,,N,N
F8,19-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
F9,216-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,25.16179276,25.18080139,0.026883621,,,,FALSE,0.01,TRUE,3,21,,N,N
F10,216-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,25.19981194,25.18080139,0.026883621,,,,FALSE,0.01,TRUE,3,21,,N,N
F11,216-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,37.45643997,37.45643997,,,,,FALSE,0.01,FALSE,3,20,,N,N
F11,216-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,27.97632217,28.04860687,0.102226004,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,216-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,37.45643997,,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,216-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,28.12089157,28.04860687,0.102226004,,,,FALSE,0.01,FALSE,3,20,,N,N
G1,122-1.20.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.24697304,26.85403442,0.55569911,,,,FALSE,0.01,TRUE,3,22,,N,Y
G2,122-1.20.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.46109581,26.85403442,0.55569911,,,,FALSE,0.01,TRUE,3,21,,N,Y
G3,122-1.20.15,C,UNKNOWN,VIC,NFQ-MGB,27.83802605,27.43245125,0.573569357,,,,FALSE,0.01,FALSE,3,20,,N,Y
G3,122-1.20.15,D,UNKNOWN,FAM,NFQ-MGB,33.97242737,33.41715622,0.785272002,,,,FALSE,0.01,FALSE,3,20,,N,Y
G4,122-1.20.15,C,UNKNOWN,VIC,NFQ-MGB,27.02687645,27.43245125,0.573569357,,,,FALSE,0.01,FALSE,3,20,,N,Y
G4,122-1.20.15,D,UNKNOWN,FAM,NFQ-MGB,32.86188507,33.41715622,0.785272002,,,,FALSE,0.01,FALSE,3,20,,N,Y
G5,19-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.43752289,33.57261276,0.191045925,,,,FALSE,0.01,TRUE,3,29,,N,N
G6,19-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.70770264,33.57261276,0.191045925,,,,FALSE,0.01,TRUE,3,30,,N,N
G7,19-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,27.42281914,27.49497795,0.102047972,,,,FALSE,0.01,FALSE,3,20,,N,N
G7,19-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
G8,19-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,27.56713676,27.49497795,0.102047972,,,,FALSE,0.01,FALSE,3,20,,N,N
G8,19-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
G9,238-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.83064651,30.81024551,0.028852722,,,,FALSE,0.01,TRUE,3,26,,N,N
G10,238-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.78984261,30.81024551,0.028852722,,,,FALSE,0.01,TRUE,3,26,,N,N
G11,238-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.37614059,33.34143066,0.049087256,,,,FALSE,0.01,FALSE,3,20,,N,N
G11,238-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,35.00948715,34.80815887,0.284718484,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,238-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.30672073,33.34143066,0.049087256,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,238-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,34.60683441,34.80815887,0.284718484,,,,FALSE,0.01,FALSE,3,20,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,122-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,25.44024658,25.3168087,0.174567521,,,,FALSE,0.01,FALSE,3,20,,N,Y
H2,122-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,36.45743179,35.41569138,1.473243475,,,,FALSE,0.01,FALSE,3,20,,N,Y
H3,122-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,25.19337082,25.3168087,0.174567521,,,,FALSE,0.01,FALSE,3,20,,N,Y
H3,122-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,34.37395096,35.41569138,1.473243475,,,,FALSE,0.01,FALSE,3,20,,N,Y
H4,(+)78-10.24.14,Mc,UNKNOWN,FAM,NFQ-MGB,27.97119904,27.85918808,0.158406064,,,,FALSE,0.01,TRUE,3,25,,N,N
H5,19-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,26.40733528,26.45638275,0.069364943,,,,FALSE,0.01,TRUE,3,22,,N,N
H6,19-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,26.50543213,26.45638275,0.069364943,,,,FALSE,0.01,TRUE,3,22,,N,N
H7,19-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,25.66570663,25.56914139,0.136562526,,,,FALSE,0.01,FALSE,3,20,,N,N
H7,19-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,19-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,25.47257805,25.56914139,0.136562526,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,19-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H9,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H9,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H10,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H10,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H11,NTC,Mc,NTC,FAM,NFQ-MGB,9.75974369,,,,,,FALSE,0.01,TRUE,3,39,,Y,N
H12,,,,,,,,,,,,,,,,,,N,N
