Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Desktop\CH qPCR\20160222_CH_Mcap_2.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-02-22 12:59:02 PM HST,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP
A12,,,,,,,,,,,,,,,,,,N,N,N
B1,237-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,32.14378738,31.32797241,1.15373528,,,,FALSE,0.01,TRUE,3,29,,N,Y,N
B2,237-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.51215935,31.32797241,1.15373528,,,,FALSE,0.01,TRUE,3,27,,N,Y,N
B3,237-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,27.60307693,27.80743027,0.288999259,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B3,237-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B4,237-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.0117836,27.80743027,0.288999259,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B4,237-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B5,58-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.81085396,26.79575348,0.021355303,,,,FALSE,0.01,TRUE,3,24,,N,N,N
B6,58-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.780653,26.79575348,0.021355303,,,,FALSE,0.01,TRUE,3,23,,N,N,N
B7,58-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,35.36774445,35.3014679,0.093726501,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B7,58-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B8,58-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,35.23519516,35.3014679,0.093726501,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B8,58-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B9,208-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,25.47049713,25.20261765,0.378840148,,,,FALSE,0.01,TRUE,3,23,,N,N,N
B10,208-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,24.93473625,25.20261765,0.378840148,,,,FALSE,0.01,TRUE,3,22,,N,N,N
B11,208-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,29.40995789,29.09832001,0.440723866,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B11,208-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,28.70073318,28.92510986,0.317316532,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B12,208-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,28.78668022,29.09832001,0.440723866,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B12,208-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,29.14948654,28.92510986,0.317316532,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C1,237-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.23332977,29.34321976,0.155406564,,,,FALSE,0.01,TRUE,3,25,,N,N,N
C2,237-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.45310783,29.34321976,0.155406564,,,,FALSE,0.01,TRUE,3,26,,N,N,N
C3,237-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,26.2282753,26.207798,0.02895792,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C3,237-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C4,237-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,26.18732262,26.207798,0.02895792,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C4,237-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C5,58-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.79224586,27.59125137,0.284249127,,,,FALSE,0.01,TRUE,3,25,,N,N,N
C6,58-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.39025688,27.59125137,0.284249127,,,,FALSE,0.01,TRUE,3,24,,N,N,N
C7,58-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.02368927,33.08264923,0.083381973,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C7,58-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.65135002,29.43723297,0.302807242,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C8,58-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.14160919,33.08264923,0.083381973,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C8,58-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.22311592,29.43723297,0.302807242,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C9,69-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.33502388,29.28987885,0.063844718,,,,FALSE,0.01,TRUE,3,25,,N,N,N
C10,69-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.24473381,29.28987885,0.063844718,,,,FALSE,0.01,TRUE,3,25,,N,N,N
C11,69-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,29.5048275,29.68356705,0.252777249,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C11,69-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C12,69-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,29.8623085,29.68356705,0.252777249,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C12,69-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D1,237-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,27.42288399,27.57761002,0.218816996,,,,FALSE,0.01,TRUE,3,24,,N,N,N
D2,237-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,27.73233795,27.57761002,0.218816996,,,,FALSE,0.01,TRUE,3,23,,N,N,N
D3,237-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,24.85669899,25.22367096,0.518975377,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D3,237-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D4,237-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,25.59064102,25.22367096,0.518975377,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D4,237-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D5,58-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,28.22558975,28.17454338,0.072190471,,,,FALSE,0.01,TRUE,3,24,,N,N,N
D6,58-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,28.12349701,28.17454338,0.072190471,,,,FALSE,0.01,TRUE,3,25,,N,N,N
D7,58-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,31.19569969,31.09716988,0.139342204,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D7,58-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,28.34483719,28.18422318,0.227143869,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D8,58-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,30.99864006,31.09716988,0.139342204,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D8,58-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,28.02360725,28.18422318,0.227143869,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D9,69-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.16349602,29.45705986,0.415161967,,,,FALSE,0.01,TRUE,3,25,,N,N,N
D10,69-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.7506237,29.45705986,0.415161967,,,,FALSE,0.01,TRUE,3,25,,N,N,N
D11,69-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,32.762043,32.65592194,0.150080547,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D11,69-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D12,69-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,32.54979706,32.65592194,0.150080547,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D12,69-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E1,58-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.94864082,27.79261208,0.220657974,,,,FALSE,0.01,TRUE,3,24,,N,N,N
E2,58-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.63658333,27.79261208,0.220657974,,,,FALSE,0.01,TRUE,3,23,,N,N,N
E3,58-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,29.93305206,29.99145126,0.082588941,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E3,58-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,29.34614182,29.50934601,0.230805591,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E4,58-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,30.04985046,29.99145126,0.082588941,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E4,58-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,29.6725502,29.50934601,0.230805591,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E5,208-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.8897419,29.41314697,0.740205228,,,,FALSE,0.01,TRUE,3,25,,N,Y,N
E6,208-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.93655014,29.41314697,0.740205228,,,,FALSE,0.01,TRUE,3,26,,N,Y,N
E7,208-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,30.37947464,30.58130646,0.285433292,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E7,208-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,30.61049843,30.79613495,0.262529671,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E8,208-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,30.78313828,30.58130646,0.285433292,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E8,208-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,30.98177147,30.79613495,0.262529671,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E9,69-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.65140724,31.32051849,0.467947364,,,,FALSE,0.01,TRUE,3,28,,N,N,N
E10,69-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.98962975,31.32051849,0.467947364,,,,FALSE,0.01,TRUE,3,27,,N,N,N
E11,69-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,35.37713242,34.96783447,0.57883203,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
E11,69-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,36.67205429,37.41957474,1.057153583,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
E12,69-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,34.55854034,34.96783447,0.57883203,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
E12,69-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,38.16709518,37.41957474,1.057153583,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F1,58-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.8007431,27.40778351,0.555730164,,,,FALSE,0.01,TRUE,3,24,,N,Y,N
F2,58-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.01482201,27.40778351,0.555730164,,,,FALSE,0.01,TRUE,3,24,,N,Y,N
F3,58-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,30.56999397,30.66317368,0.131777346,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F3,58-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,29.7022686,29.76761627,0.092415564,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F4,58-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,30.75635529,30.66317368,0.131777346,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F4,58-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,29.83296394,29.76761627,0.092415564,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F5,208-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.97674561,24.93339539,0.061306469,,,,FALSE,0.01,TRUE,3,22,,N,N,N
F6,208-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.89004517,24.93339539,0.061306469,,,,FALSE,0.01,TRUE,3,21,,N,N,N
F7,208-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,28.8648777,29.23689651,0.526114047,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F7,208-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,27.31988525,27.64251709,0.456270307,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F8,208-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,29.60891533,29.23689651,0.526114047,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F8,208-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,27.96514893,27.64251709,0.456270307,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F9,69-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.08244514,28.96076202,0.172087267,,,,FALSE,0.01,TRUE,3,25,,N,N,N
F10,69-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.839077,28.96076202,0.172087267,,,,FALSE,0.01,TRUE,3,25,,N,N,N
F11,69-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,Y
F11,69-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,Y
F12,69-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F12,69-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G1,58-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.76836586,27.33091736,0.618644238,,,,FALSE,0.01,TRUE,3,24,,N,Y,N
G2,58-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.89347076,27.33091736,0.618644238,,,,FALSE,0.01,TRUE,3,23,,N,Y,N
G3,58-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,32.4877243,32.37904739,0.153692365,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G3,58-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,29.33929443,29.26480293,0.105346888,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G4,58-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,32.27037048,32.37904739,0.153692365,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G4,58-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,29.19031143,29.26480293,0.105346888,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G5,208-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,32.71065521,32.58274841,0.180890232,,,,FALSE,0.01,TRUE,3,28,,N,N,N
G6,208-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,32.4548378,32.58274841,0.180890232,,,,FALSE,0.01,TRUE,3,29,,N,N,N
G7,208-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.31545448,29.25094986,0.091224663,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G7,208-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.47174454,29.67845154,0.29232651,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G8,208-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.18644333,29.25094986,0.091224663,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G8,208-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.88515663,29.67845154,0.29232651,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G9,69-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.89192963,29.12371635,0.327795923,,,,FALSE,0.01,TRUE,3,25,,N,N,N
G10,69-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.35550308,29.12371635,0.327795923,,,,FALSE,0.01,TRUE,3,24,,N,N,N
G11,69-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,32.18609619,32.28556061,0.140666619,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G11,69-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G12,69-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,32.38502884,32.28556061,0.140666619,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G12,69-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H1,,,,,,,,,,,,,,,,,,N,N,N
H2,69-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,31.12018394,31.00034142,0.169482931,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H2,69-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,33.81458664,33.74650574,0.096280932,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H3,69-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,30.88049889,31.00034142,0.169482931,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H3,69-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,33.67842484,33.74650574,0.096280932,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H4,(+)78-10.24.14,Mc,UNKNOWN,FAM,NFQ-MGB,28.16881943,28.48855019,0.452167571,,,,FALSE,0.01,TRUE,3,24,,N,N,N
H5,208-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.84858131,26.15372086,0.431533813,,,,FALSE,0.01,TRUE,3,22,,N,N,N
H6,208-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.4588623,26.15372086,0.431533813,,,,FALSE,0.01,TRUE,3,22,,N,N,N
H7,208-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.44396973,28.44192886,0.002884868,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H7,208-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,26.74312973,26.72809219,0.021264939,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H8,208-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.43988991,28.44192886,0.002884868,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H8,208-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,26.71305656,26.72809219,0.021264939,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H9,NTC,Mc,NTC,FAM,NFQ-MGB,9.153910637,,,,,,FALSE,0.01,TRUE,3,39,,Y,N,N
H10,NTC,Mc,NTC,FAM,NFQ-MGB,10.15032005,,,,,,FALSE,0.01,TRUE,3,39,,Y,N,N
H11,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H11,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,27.06072044,,,,,,FALSE,0.01,FALSE,3,20,,Y,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,27.02573967,,,,,,FALSE,0.01,FALSE,3,20,,Y,N,N
