Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Desktop\CH qPCR\20160229_CH_Mcap_10.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-02-29 12:39:19 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD
A10,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
A11,(+)208-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.78522682,29.62565231,0.225671083,,,,FALSE,0.01,FALSE,3,20,,N,N
A11,(+)208-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,27.63714409,27.3037529,0.47148633,,,,FALSE,0.01,FALSE,3,20,,N,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,8-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.72225571,28.43392181,0.407767057,,,,FALSE,0.01,TRUE,3,25,,N,N
B2,8-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.14558601,28.43392181,0.407767057,,,,FALSE,0.01,TRUE,3,23,,N,N
B3,8-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,29.02871132,29.12014389,0.129305184,,,,FALSE,0.01,FALSE,3,20,,N,N
B3,8-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,28.4628334,28.42243195,0.057137638,,,,FALSE,0.01,FALSE,3,20,,N,N
B4,8-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,29.21157646,29.12014389,0.129305184,,,,FALSE,0.01,FALSE,3,20,,N,N
B4,8-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,28.38202858,28.42243195,0.057137638,,,,FALSE,0.01,FALSE,3,20,,N,N
B5,119-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.5018425,26.51005554,0.011614997,,,,FALSE,0.01,TRUE,3,22,,N,N
B6,119-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.51826859,26.51005554,0.011614997,,,,FALSE,0.01,TRUE,3,23,,N,N
B7,119-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,25.47337723,25.59146118,0.166995928,,,,FALSE,0.01,FALSE,3,20,,N,N
B7,119-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,31.4812355,31.51849937,0.05269907,,,,FALSE,0.01,FALSE,3,20,,N,N
B8,119-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,25.70954514,25.59146118,0.166995928,,,,FALSE,0.01,FALSE,3,20,,N,N
B8,119-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,31.55576324,31.51849937,0.05269907,,,,FALSE,0.01,FALSE,3,20,,N,N
B9,119-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,25.83504295,25.93861008,0.146466032,,,,FALSE,0.01,TRUE,3,21,,N,N
B10,119-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,26.0421772,25.93861008,0.146466032,,,,FALSE,0.01,TRUE,3,22,,N,N
B11,119-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,27.41446114,27.49007988,0.106941052,,,,FALSE,0.01,FALSE,3,20,,N,N
B11,119-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,28.91852951,28.9329567,0.020404469,,,,FALSE,0.01,FALSE,3,20,,N,N
B12,119-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,27.56569862,27.49007988,0.106941052,,,,FALSE,0.01,FALSE,3,20,,N,N
B12,119-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,28.94738579,28.9329567,0.020404469,,,,FALSE,0.01,FALSE,3,20,,N,N
C1,8-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.6929512,26.70749283,0.020564964,,,,FALSE,0.01,TRUE,3,23,,N,N
C2,8-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.72203445,26.70749283,0.020564964,,,,FALSE,0.01,TRUE,3,22,,N,N
C3,8-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,29.79367256,29.8379631,0.062637635,,,,FALSE,0.01,FALSE,3,20,,N,N
C3,8-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,28.14768791,28.24821472,0.142165035,,,,FALSE,0.01,FALSE,3,20,,N,N
C4,8-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,29.88225555,29.8379631,0.062637635,,,,FALSE,0.01,FALSE,3,20,,N,N
C4,8-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,28.34873962,28.24821472,0.142165035,,,,FALSE,0.01,FALSE,3,20,,N,N
C5,119-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.15347672,27.88488007,0.37985301,,,,FALSE,0.01,TRUE,3,23,,N,N
C6,119-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.61628342,27.88488007,0.37985301,,,,FALSE,0.01,TRUE,3,23,,N,N
C7,119-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,28.89881897,28.85946655,0.055652723,,,,FALSE,0.01,FALSE,3,20,,N,N
C7,119-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,30.30714417,29.9609108,0.489649266,,,,FALSE,0.01,FALSE,3,20,,N,N
C8,119-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,28.82011414,28.85946655,0.055652723,,,,FALSE,0.01,FALSE,3,20,,N,N
C8,119-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,29.61467552,29.9609108,0.489649266,,,,FALSE,0.01,FALSE,3,20,,N,N
C9,66-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.97109795,25.12970734,0.224307552,,,,FALSE,0.01,TRUE,3,22,,N,N
C10,66-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.28831673,25.12970734,0.224307552,,,,FALSE,0.01,TRUE,3,20,,N,N
C11,66-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,27.06751251,27.24960709,0.257519275,,,,FALSE,0.01,FALSE,3,20,,N,N
C11,66-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
C12,66-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,27.43169975,27.24960709,0.257519275,,,,FALSE,0.01,FALSE,3,20,,N,N
C12,66-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D1,8-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.22641182,30.91462326,0.440935612,,,,FALSE,0.01,TRUE,3,26,,N,N
D2,8-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.6028347,30.91462326,0.440935612,,,,FALSE,0.01,TRUE,3,26,,N,N
D3,8-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,28.93646812,28.80239677,0.189605519,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,8-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,28.05795097,28.15851212,0.14221628,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,8-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,28.66832542,28.80239677,0.189605519,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,8-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,28.25907516,28.15851212,0.14221628,,,,FALSE,0.01,FALSE,3,20,,N,N
D5,119-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.51555824,25.59283066,0.1092797,,,,FALSE,0.01,TRUE,3,20,,N,N
D6,119-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.67010307,25.59283066,0.1092797,,,,FALSE,0.01,TRUE,3,21,,N,N
D7,119-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,27.3097477,27.01433182,0.417782485,,,,FALSE,0.01,FALSE,3,20,,N,N
D7,119-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,30.67427826,30.32398987,0.495381236,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,119-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,26.71891403,27.01433182,0.417782485,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,119-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,29.97370338,30.32398987,0.495381236,,,,FALSE,0.01,FALSE,3,20,,N,N
D9,66-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.54939079,29.72686768,0.250991553,,,,FALSE,0.01,TRUE,3,25,,N,N
D10,66-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.90434647,29.72686768,0.250991553,,,,FALSE,0.01,TRUE,3,25,,N,N
D11,66-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,28.96279526,29.09306717,0.184233651,,,,FALSE,0.01,FALSE,3,20,,N,N
D11,66-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,66-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,29.22334099,29.09306717,0.184233651,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,66-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E1,8-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.51813698,28.23946381,0.394104719,,,,FALSE,0.01,TRUE,3,24,,N,N
E2,8-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.96078873,28.23946381,0.394104719,,,,FALSE,0.01,TRUE,3,22,,N,N
E3,8-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,30.40269279,30.59091759,0.266190052,,,,FALSE,0.01,FALSE,3,20,,N,N
E3,8-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.53991699,29.65266418,0.159447253,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,8-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,30.77914238,30.59091759,0.266190052,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,8-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.76540947,29.65266418,0.159447253,,,,FALSE,0.01,FALSE,3,20,,N,N
E5,119-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,35.4753685,35.90953064,0.613997996,,,,FALSE,0.01,TRUE,3,31,,N,Y
E6,119-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,36.34369278,35.90953064,0.613997996,,,,FALSE,0.01,TRUE,3,31,,N,Y
E7,119-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,27.90497017,27.81446266,0.127996951,,,,FALSE,0.01,FALSE,3,20,,N,N
E7,119-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,37.5363121,37.5363121,,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,119-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,27.72395515,27.81446266,0.127996951,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,119-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.5363121,,,,,FALSE,0.01,FALSE,3,20,,N,N
E9,66-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.613657,27.23091888,0.541274786,,,,FALSE,0.01,TRUE,3,21,,N,Y
E10,66-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.84817886,27.23091888,0.541274786,,,,FALSE,0.01,TRUE,3,23,,N,Y
E11,66-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,27.95218086,28.12682343,0.246981874,,,,FALSE,0.01,FALSE,3,20,,N,N
E11,66-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,66-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,28.30146599,28.12682343,0.246981874,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,66-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
F1,8-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.8945694,26.53017235,0.515335262,,,,FALSE,0.01,TRUE,3,22,,N,Y
F2,8-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.1657753,26.53017235,0.515335262,,,,FALSE,0.01,TRUE,3,21,,N,Y
F3,8-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.95581818,33.90612793,0.07026992,,,,FALSE,0.01,FALSE,3,20,,N,N
F3,8-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,30.24359894,30.0948391,0.210378185,,,,FALSE,0.01,FALSE,3,20,,N,N
F4,8-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.8564415,33.90612793,0.07026992,,,,FALSE,0.01,FALSE,3,20,,N,N
F4,8-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.94607925,30.0948391,0.210378185,,,,FALSE,0.01,FALSE,3,20,,N,N
F5,119-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.77631569,30.79589844,0.027695537,,,,FALSE,0.01,TRUE,3,26,,N,N
F6,119-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.81548309,30.79589844,0.027695537,,,,FALSE,0.01,TRUE,3,26,,N,N
F7,119-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.15812874,29.25873566,0.14227967,,,,FALSE,0.01,FALSE,3,20,,N,N
F7,119-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,32.61984253,32.472332,0.208611384,,,,FALSE,0.01,FALSE,3,20,,N,N
F8,119-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.35934258,29.25873566,0.14227967,,,,FALSE,0.01,FALSE,3,20,,N,N
F8,119-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,32.32482147,32.472332,0.208611384,,,,FALSE,0.01,FALSE,3,20,,N,N
F9,66-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.45113754,26.30295181,0.209564924,,,,FALSE,0.01,TRUE,3,21,,N,N
F10,66-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.15476799,26.30295181,0.209564924,,,,FALSE,0.01,TRUE,3,22,,N,N
F11,66-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,27.25413322,27.31260681,0.082694143,,,,FALSE,0.01,FALSE,3,20,,N,N
F11,66-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,66-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,27.3710804,27.31260681,0.082694143,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,66-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
G1,8-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.64987946,31.33549118,0.444613516,,,,FALSE,0.01,TRUE,3,26,,N,N
G2,8-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.021101,31.33549118,0.444613516,,,,FALSE,0.01,TRUE,3,26,,N,N
G3,8-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,31.39244652,31.38683128,0.007941141,,,,FALSE,0.01,FALSE,3,20,,N,N
G3,8-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,28.73245239,28.6988163,0.047568619,,,,FALSE,0.01,FALSE,3,20,,N,N
G4,8-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,31.38121605,31.38683128,0.007941141,,,,FALSE,0.01,FALSE,3,20,,N,N
G4,8-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,28.66518021,28.6988163,0.047568619,,,,FALSE,0.01,FALSE,3,20,,N,N
G5,119-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.1836853,28.31571579,0.186719298,,,,FALSE,0.01,TRUE,3,24,,N,N
G6,119-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.44774628,28.31571579,0.186719298,,,,FALSE,0.01,TRUE,3,24,,N,N
G7,119-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.93978882,29.75895882,0.255732238,,,,FALSE,0.01,FALSE,3,20,,N,N
G7,119-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,28.7748642,28.94199944,0.236364916,,,,FALSE,0.01,FALSE,3,20,,N,N
G8,119-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.57812881,29.75895882,0.255732238,,,,FALSE,0.01,FALSE,3,20,,N,N
G8,119-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.10913467,28.94199944,0.236364916,,,,FALSE,0.01,FALSE,3,20,,N,N
G9,66-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.35781288,31.62870216,0.383095294,,,,FALSE,0.01,TRUE,3,26,,N,N
G10,66-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.89959145,31.62870216,0.383095294,,,,FALSE,0.01,TRUE,3,27,,N,N
G11,66-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.63767242,28.96463013,0.46238938,,,,FALSE,0.01,FALSE,3,20,,N,N
G11,66-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,66-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.29158974,28.96463013,0.46238938,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,66-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,8-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,29.5151825,29.42584038,0.126348838,,,,FALSE,0.01,FALSE,3,20,,N,N
H2,8-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,28.55044365,28.42701149,0.174559429,,,,FALSE,0.01,FALSE,3,20,,N,N
H3,8-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,29.33649826,29.42584038,0.126348838,,,,FALSE,0.01,FALSE,3,20,,N,N
H3,8-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,28.30357933,28.42701149,0.174559429,,,,FALSE,0.01,FALSE,3,20,,N,N
H4,(+)208-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.50517464,26.37899399,0.178447738,,,,FALSE,0.01,TRUE,3,21,,N,N
H5,119-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.35207748,31.26712418,0.120142117,,,,FALSE,0.01,TRUE,3,27,,N,N
H6,119-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.18217087,31.26712418,0.120142117,,,,FALSE,0.01,TRUE,3,26,,N,N
H7,119-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,28.46806145,28.5059967,0.053647205,,,,FALSE,0.01,FALSE,3,20,,N,N
H7,119-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,31.04326057,30.88476944,0.22413896,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,119-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,28.54393005,28.5059967,0.053647205,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,119-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,30.72628021,30.88476944,0.22413896,,,,FALSE,0.01,FALSE,3,20,,N,N
H9,NTC,Mc,NTC,FAM,NFQ-MGB,10.22208118,,,,,,FALSE,0.01,TRUE,3,39,,Y,N
H10,NTC,Mc,NTC,FAM,NFQ-MGB,10.52190113,,,,,,FALSE,0.01,TRUE,3,39,,Y,N
H11,(+)208-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.46607971,29.62565231,0.225671083,,,,FALSE,0.01,FALSE,3,20,,N,N
H11,(+)208-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,26.97036171,27.3037529,0.47148633,,,,FALSE,0.01,FALSE,3,20,,N,N
H12,,,,,,,,,,,,,,,,,,N,N
