Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Desktop\CH qPCR\20160223_CH_Mcap_4.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-02-23 12:37:55 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD
B11,65-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,28.08226013,28.09910965,0.023830166,,,,FALSE,0.01,FALSE,3,20,,N,N
B11,65-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
B12,65-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,28.11596107,28.09910965,0.023830166,,,,FALSE,0.01,FALSE,3,20,,N,N
B12,65-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
C1,52-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.29400063,28.07379341,0.311420023,,,,FALSE,0.01,TRUE,3,25,,N,N
C2,52-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.8535862,28.07379341,0.311420023,,,,FALSE,0.01,TRUE,3,24,,N,N
C3,52-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,29.23335648,29.44926071,0.305334687,,,,FALSE,0.01,FALSE,3,20,,N,N
C3,52-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,32.52175522,32.33829117,0.25945735,,,,FALSE,0.01,FALSE,3,20,,N,N
C4,52-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,29.66516495,29.44926071,0.305334687,,,,FALSE,0.01,FALSE,3,20,,N,N
C4,52-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,32.15482712,32.33829117,0.25945735,,,,FALSE,0.01,FALSE,3,20,,N,N
C5,40-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.30556297,27.14634132,0.225173414,,,,FALSE,0.01,TRUE,3,23,,N,N
C6,40-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.98711967,27.14634132,0.225173414,,,,FALSE,0.01,TRUE,3,22,,N,N
C7,40-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,27.26216698,27.33718872,0.106096767,,,,FALSE,0.01,FALSE,3,20,,N,N
C7,40-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,31.25471497,31.14631653,0.153297186,,,,FALSE,0.01,FALSE,3,20,,N,N
C8,40-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,27.41221046,27.33718872,0.106096767,,,,FALSE,0.01,FALSE,3,20,,N,N
C8,40-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,31.03792,31.14631653,0.153297186,,,,FALSE,0.01,FALSE,3,20,,N,N
C9,65-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.5417881,27.74708176,0.290329069,,,,FALSE,0.01,TRUE,3,25,,N,N
C10,65-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.95237541,27.74708176,0.290329069,,,,FALSE,0.01,TRUE,3,24,,N,N
C11,65-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,28.51598549,28.48646927,0.041740891,,,,FALSE,0.01,FALSE,3,20,,N,N
C11,65-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
C12,65-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,28.45695496,28.48646927,0.041740891,,,,FALSE,0.01,FALSE,3,20,,N,N
C12,65-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D1,52-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.48218346,26.16725159,0.445382267,,,,FALSE,0.01,TRUE,3,23,,N,N
D2,52-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.85231781,26.16725159,0.445382267,,,,FALSE,0.01,TRUE,3,23,,N,N
D3,52-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,31.05046463,31.07334518,0.032357991,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,52-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,31.24491501,31.25133896,0.009084838,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,52-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,31.09622574,31.07334518,0.032357991,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,52-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,31.25776291,31.25133896,0.009084838,,,,FALSE,0.01,FALSE,3,20,,N,N
D5,40-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.9439621,26.72410583,0.310922354,,,,FALSE,0.01,TRUE,3,24,,N,N
D6,40-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.50425148,26.72410583,0.310922354,,,,FALSE,0.01,TRUE,3,21,,N,N
D7,40-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,29.34418297,29.35511398,0.015460138,,,,FALSE,0.01,FALSE,3,20,,N,N
D7,40-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,28.65320587,28.67238998,0.027129084,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,40-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,29.36604691,29.35511398,0.015460138,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,40-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,28.69157219,28.67238998,0.027129084,,,,FALSE,0.01,FALSE,3,20,,N,N
D9,65-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.29157829,30.15162277,0.197926998,,,,FALSE,0.01,TRUE,3,27,,N,N
D10,65-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.01166725,30.15162277,0.197926998,,,,FALSE,0.01,TRUE,3,27,,N,N
D11,65-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,30.51593208,30.73443985,0.309015304,,,,FALSE,0.01,FALSE,3,20,,N,N
D11,65-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,65-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,30.95294571,30.73443985,0.309015304,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,65-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E1,52-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.72223091,30.19227982,0.749465346,,,,FALSE,0.01,TRUE,3,27,,N,Y
E2,52-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.66232681,30.19227982,0.749465346,,,,FALSE,0.01,TRUE,3,26,,N,Y
E3,52-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,29.81707954,29.79458237,0.031817161,,,,FALSE,0.01,FALSE,3,20,,N,N
E3,52-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,29.98251915,29.84238815,0.198175162,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,52-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,29.77208328,29.79458237,0.031817161,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,52-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,29.70225716,29.84238815,0.198175162,,,,FALSE,0.01,FALSE,3,20,,N,N
E5,40-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.41063881,24.42242432,0.016665876,,,,FALSE,0.01,TRUE,3,20,,N,N
E6,40-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.43420792,24.42242432,0.016665876,,,,FALSE,0.01,TRUE,3,19,,N,N
E7,40-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,29.54583359,29.61236191,0.094085254,,,,FALSE,0.01,FALSE,3,20,,N,N
E7,40-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,28.66063499,28.81777954,0.222235948,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,40-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,29.67889023,29.61236191,0.094085254,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,40-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,28.97492409,28.81777954,0.222235948,,,,FALSE,0.01,FALSE,3,20,,N,N
E9,65-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.94982719,25.80404282,0.206171587,,,,FALSE,0.01,TRUE,3,20,,N,N
E10,65-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.65825653,25.80404282,0.206171587,,,,FALSE,0.01,TRUE,3,21,,N,N
E11,65-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,27.94786644,28.11945343,0.242660642,,,,FALSE,0.01,FALSE,3,20,,N,N
E11,65-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,65-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,28.29104042,28.11945343,0.242660642,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,65-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
F1,52-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.96748543,26.70394135,0.372707605,,,,FALSE,0.01,TRUE,3,22,,N,N
F2,52-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.44039726,26.70394135,0.372707605,,,,FALSE,0.01,TRUE,3,23,,N,N
F3,52-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,30.71391869,30.63240051,0.115285456,,,,FALSE,0.01,FALSE,3,20,,N,N
F3,52-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,28.43250656,28.4270134,0.007769856,,,,FALSE,0.01,FALSE,3,20,,N,N
F4,52-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,30.55088043,30.63240051,0.115285456,,,,FALSE,0.01,FALSE,3,20,,N,N
F4,52-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,28.42151833,28.4270134,0.007769856,,,,FALSE,0.01,FALSE,3,20,,N,N
F5,40-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.23260117,28.01968384,0.301109225,,,,FALSE,0.01,TRUE,3,23,,N,N
F6,40-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.80676842,28.01968384,0.301109225,,,,FALSE,0.01,TRUE,3,23,,N,N
F7,40-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.12475777,28.97768021,0.207997739,,,,FALSE,0.01,FALSE,3,20,,N,N
F7,40-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,28.6966114,28.48156166,0.304126263,,,,FALSE,0.01,FALSE,3,20,,N,N
F8,40-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.83060455,28.97768021,0.207997739,,,,FALSE,0.01,FALSE,3,20,,N,N
F8,40-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,28.26651192,28.48156166,0.304126263,,,,FALSE,0.01,FALSE,3,20,,N,N
F9,65-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.75995445,27.06652832,0.433560908,,,,FALSE,0.01,TRUE,3,23,,N,N
F10,65-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.37310219,27.06652832,0.433560908,,,,FALSE,0.01,TRUE,3,21,,N,N
F11,65-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,26.84054756,26.80332375,0.052642424,,,,FALSE,0.01,FALSE,3,20,,N,N
F11,65-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,65-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,26.76609993,26.80332375,0.052642424,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,65-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
G1,52-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.9516983,27.45261765,0.705806613,,,,FALSE,0.01,TRUE,3,23,,N,Y
G2,52-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.95353699,27.45261765,0.705806613,,,,FALSE,0.01,TRUE,3,23,,N,Y
G3,52-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,30.96579361,30.68659973,0.394841105,,,,FALSE,0.01,FALSE,3,20,,N,N
G3,52-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.6368866,29.41026688,0.320488691,,,,FALSE,0.01,FALSE,3,20,,N,N
G4,52-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,30.40740395,30.68659973,0.394841105,,,,FALSE,0.01,FALSE,3,20,,N,N
G4,52-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.18364716,29.41026688,0.320488691,,,,FALSE,0.01,FALSE,3,20,,N,N
G5,40-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.74496269,24.69168854,0.075341031,,,,FALSE,0.01,TRUE,3,20,,N,N
G6,40-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,24.63841438,24.69168854,0.075341031,,,,FALSE,0.01,TRUE,3,20,,N,N
G7,40-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.01563263,29.04973602,0.048229482,,,,FALSE,0.01,FALSE,3,20,,N,N
G7,40-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.62045097,29.55059814,0.098786816,,,,FALSE,0.01,FALSE,3,20,,N,N
G8,40-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.08383942,29.04973602,0.048229482,,,,FALSE,0.01,FALSE,3,20,,N,N
G8,40-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.48074532,29.55059814,0.098786816,,,,FALSE,0.01,FALSE,3,20,,N,N
G9,65-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.1003952,28.23920822,0.196309909,,,,FALSE,0.01,TRUE,3,23,,N,N
G10,65-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.37801933,28.23920822,0.196309909,,,,FALSE,0.01,TRUE,3,22,,N,N
G11,65-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.13552666,29.19144821,0.079083674,,,,FALSE,0.01,FALSE,3,20,,N,N
G11,65-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,65-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,29.24736786,29.19144821,0.079083674,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,65-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,211-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,27.51510811,27.53730392,0.031389624,,,,FALSE,0.01,FALSE,3,20,,N,N
H2,211-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H3,211-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,27.55949974,27.53730392,0.031389624,,,,FALSE,0.01,FALSE,3,20,,N,N
H3,211-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H4,(+)78-10.24.14,Mc,UNKNOWN,FAM,NFQ-MGB,27.76565742,28.07018089,0.430661231,,,,FALSE,0.01,TRUE,3,25,,N,N
H5,40-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,26.51952934,26.5022049,0.024501817,,,,FALSE,0.01,TRUE,3,22,,N,N
H6,40-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,26.48487854,26.5022049,0.024501817,,,,FALSE,0.01,TRUE,3,22,,N,N
H7,40-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,28.32439995,28.21291733,0.15765889,,,,FALSE,0.01,FALSE,3,20,,N,N
H7,40-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,27.57157135,27.58823776,0.023571216,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,40-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,28.10143661,28.21291733,0.15765889,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,40-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,27.60490608,27.58823776,0.023571216,,,,FALSE,0.01,FALSE,3,20,,N,N
H9,NTC,Mc,NTC,FAM,NFQ-MGB,10.74093246,,,,,,FALSE,0.01,TRUE,3,39,,Y,N
H10,NTC,Mc,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,TRUE,3,39,,N,N
H11,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H11,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
