Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Desktop\CH qPCR\20160225_CH_Mcap_8.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-02-25 12:56:02 PM HST,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD
D3,69-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,28.15168953,27.95059395,0.284392089,,,,FALSE,0.01,FALSE,3,20,,N,N
D3,69-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,10.42852688,,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,69-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,27.74949837,27.95059395,0.284392089,,,,FALSE,0.01,FALSE,3,20,,N,N
D4,69-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,10.42852688,10.42852688,,,,,FALSE,0.01,FALSE,3,20,,N,N
D5,43-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,37.79302597,36.97002029,1.16390574,,,,FALSE,0.01,TRUE,3,33,,N,Y
D6,43-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,36.14701462,36.97002029,1.16390574,,,,FALSE,0.01,TRUE,3,32,,N,Y
D7,43-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.27344894,,,,,FALSE,0.01,FALSE,3,20,,N,N
D7,43-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,43-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,36.27344894,36.27344894,,,,,FALSE,0.01,FALSE,3,20,,N,N
D8,43-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D9,138-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.59836769,29.56546783,0.046526074,,,,FALSE,0.01,TRUE,3,24,,N,N
D10,138-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.53256989,29.56546783,0.046526074,,,,FALSE,0.01,TRUE,3,25,,N,N
D11,138-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D11,138-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,28.97431564,29.12981987,0.21991618,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,138-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
D12,138-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,29.2853241,29.12981987,0.21991618,,,,FALSE,0.01,FALSE,3,20,,N,N
E1,121-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,35.21607971,34.9670639,0.352161527,,,,FALSE,0.01,TRUE,3,31,,N,N
E2,121-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,34.7180481,34.9670639,0.352161527,,,,FALSE,0.01,TRUE,3,30,,N,N
E3,121-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,28.60255432,28.55821228,0.062707767,,,,FALSE,0.01,FALSE,3,20,,N,N
E3,121-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,121-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,28.51387215,28.55821228,0.062707767,,,,FALSE,0.01,FALSE,3,20,,N,N
E4,121-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E5,44-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.39282227,31.5792923,0.263709784,,,,FALSE,0.01,TRUE,3,28,,N,N
E6,44-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,31.76576424,31.5792923,0.263709784,,,,FALSE,0.01,TRUE,3,26,,N,N
E7,44-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,26.53110695,26.6680069,0.19360441,,,,FALSE,0.01,FALSE,3,20,,N,N
E7,44-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,44-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,26.80490494,26.6680069,0.19360441,,,,FALSE,0.01,FALSE,3,20,,N,N
E8,44-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E9,138-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.96024323,26.82410049,0.192533553,,,,FALSE,0.01,TRUE,3,22,,N,N
E10,138-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.68795967,26.82410049,0.192533553,,,,FALSE,0.01,TRUE,3,23,,N,N
E11,138-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E11,138-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,28.44652748,28.3860054,0.085591145,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,138-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
E12,138-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,28.32548332,28.3860054,0.085591145,,,,FALSE,0.01,FALSE,3,20,,N,N
F1,52-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,32.58752441,32.47654724,0.156945422,,,,FALSE,0.01,TRUE,3,28,,N,N
F2,52-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,32.36557007,32.47654724,0.156945422,,,,FALSE,0.01,TRUE,3,27,,N,N
F3,52-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,34.43798447,32.44255829,2.82195735,,,,FALSE,0.01,FALSE,3,20,,N,Y
F3,52-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,32.70382309,30.87094879,2.592075586,,,,FALSE,0.01,FALSE,3,20,,N,Y
F4,52-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,30.44713402,32.44255829,2.82195735,,,,FALSE,0.01,FALSE,3,20,,N,Y
F4,52-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,29.03807449,30.87094879,2.592075586,,,,FALSE,0.01,FALSE,3,20,,N,Y
F5,206-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,29.9505291,29.98653412,0.050917439,,,,FALSE,0.01,TRUE,3,26,,N,N
F6,206-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,30.02253723,29.98653412,0.050917439,,,,FALSE,0.01,TRUE,3,25,,N,N
F7,206-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,28.45142555,28.52550888,0.104769647,,,,FALSE,0.01,FALSE,3,20,,N,N
F7,206-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,32.84831619,32.7450676,0.14601557,,,,FALSE,0.01,FALSE,3,20,,N,N
F8,206-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,28.59959221,28.52550888,0.104769647,,,,FALSE,0.01,FALSE,3,20,,N,N
F8,206-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,32.641819,32.7450676,0.14601557,,,,FALSE,0.01,FALSE,3,20,,N,N
F9,138-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,29.62638283,29.60536194,0.029726679,,,,FALSE,0.01,TRUE,3,23,,N,N
F10,138-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,29.58434296,29.60536194,0.029726679,,,,FALSE,0.01,TRUE,3,24,,N,N
F11,138-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
F11,138-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,31.40576744,31.44890976,0.061013799,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,138-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
F12,138-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,31.49205399,31.44890976,0.061013799,,,,FALSE,0.01,FALSE,3,20,,N,N
G1,40-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,36.18187332,35.94736481,0.331647813,,,,FALSE,0.01,TRUE,3,32,,N,N
G2,40-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,35.71285248,35.94736481,0.331647813,,,,FALSE,0.01,TRUE,3,31,,N,N
G3,40-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,30.57803726,30.37108231,0.292677164,,,,FALSE,0.01,FALSE,3,20,,N,N
G3,40-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,29.61084747,29.8098793,0.281474859,,,,FALSE,0.01,FALSE,3,20,,N,N
G4,40-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,30.16412926,30.37108231,0.292677164,,,,FALSE,0.01,FALSE,3,20,,N,N
G4,40-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,30.00891304,29.8098793,0.281474859,,,,FALSE,0.01,FALSE,3,20,,N,N
G5,138-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.49954224,27.49094009,0.012165266,,,,FALSE,0.01,TRUE,3,22,,N,N
G6,138-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.48233795,27.49094009,0.012165266,,,,FALSE,0.01,TRUE,3,22,,N,N
G7,138-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,34.30347824,34.8788414,0.813686371,,,,FALSE,0.01,FALSE,3,20,,N,Y
G7,138-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,29.24973679,29.02828217,0.313184142,,,,FALSE,0.01,FALSE,3,20,,N,Y
G8,138-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,35.45420456,34.8788414,0.813686371,,,,FALSE,0.01,FALSE,3,20,,N,Y
G8,138-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,28.80682755,29.02828217,0.313184142,,,,FALSE,0.01,FALSE,3,20,,N,Y
G9,122-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.03614044,26.49284744,0.768330991,,,,FALSE,0.01,TRUE,3,21,,N,Y
G10,122-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.94955635,26.49284744,0.768330991,,,,FALSE,0.01,TRUE,3,22,,N,Y
G11,122-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,26.81681252,26.75419807,0.088550195,,,,FALSE,0.01,FALSE,3,20,,N,N
G11,122-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,32.31272888,32.29975128,0.0183504,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,122-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,26.69158363,26.75419807,0.088550195,,,,FALSE,0.01,FALSE,3,20,,N,N
G12,122-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,32.2867775,32.29975128,0.0183504,,,,FALSE,0.01,FALSE,3,20,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,32-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H2,32-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,30.15994263,30.21492195,0.077752508,,,,FALSE,0.01,FALSE,3,20,,N,N
H3,32-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H3,32-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,30.26990128,30.21492195,0.077752508,,,,FALSE,0.01,FALSE,3,20,,N,N
H4,(+)78-10.24.14,C,UNKNOWN,VIC,NFQ-MGB,31.19665909,31.05224991,0.204224065,,,,FALSE,0.01,FALSE,3,20,,N,N
H4,(+)78-10.24.14,D,UNKNOWN,FAM,NFQ-MGB,31.04338837,30.92059708,0.173654452,,,,FALSE,0.01,FALSE,3,20,,N,N
H5,138-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.05002213,28.22689056,0.250128388,,,,FALSE,0.01,TRUE,3,24,,N,N
H6,138-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.4037571,28.22689056,0.250128388,,,,FALSE,0.01,TRUE,3,23,,N,N
H7,138-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,34.37584686,34.21615601,0.22583428,,,,FALSE,0.01,FALSE,3,20,,N,N
H7,138-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,28.51271057,28.47126198,0.058617163,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,138-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,34.05646896,34.21615601,0.22583428,,,,FALSE,0.01,FALSE,3,20,,N,N
H8,138-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,28.42981339,28.47126198,0.058617163,,,,FALSE,0.01,FALSE,3,20,,N,N
H9,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H9,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H10,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H10,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N
H11,(+)78-10.24.14,Mc,UNKNOWN,FAM,NFQ-MGB,28.51141739,28.65155602,0.198185951,,,,FALSE,0.01,TRUE,3,22,,N,N
H12,,,,,,,,,,,,,,,,,,N,N
