Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Desktop\CH qPCR\20160223_CH_Mcap_5.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-02-23 14:16:56 PM HST,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP
A9,(+)78-10.24.14,C,UNKNOWN,VIC,NFQ-MGB,31.10882378,31.15852737,0.070291504,,,,FALSE,0.01,FALSE,3,20,,N,N,N
A9,(+)78-10.24.14,D,UNKNOWN,FAM,NFQ-MGB,30.15651703,30.22528458,0.097251996,,,,FALSE,0.01,FALSE,3,20,,N,N,N
A10,(+)78-10.24.14,C,UNKNOWN,VIC,NFQ-MGB,31.20823097,31.15852737,0.070291504,,,,FALSE,0.01,FALSE,3,20,,N,N,N
A10,(+)78-10.24.14,D,UNKNOWN,FAM,NFQ-MGB,30.29405212,30.22528458,0.097251996,,,,FALSE,0.01,FALSE,3,20,,N,N,N
A11,,,,,,,,,,,,,,,,,,N,N,N
A12,,,,,,,,,,,,,,,,,,N,N,N
B1,137-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.04652786,29.41671181,0.89069438,,,,FALSE,0.01,TRUE,3,25,,N,Y,N
B2,137-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.78689575,29.41671181,0.89069438,,,,FALSE,0.01,TRUE,3,24,,N,Y,N
B3,137-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,26.17884254,26.06122971,0.166331023,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B3,137-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B4,137-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,25.94361496,26.06122971,0.166331023,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B4,137-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B5,132-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.05883789,25.89613724,0.23009482,,,,FALSE,0.01,TRUE,3,23,,N,N,N
B6,132-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.73343468,25.89613724,0.23009482,,,,FALSE,0.01,TRUE,3,22,,N,N,N
B7,132-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,26.95909882,27.15353775,0.274978191,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B7,132-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B8,132-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,27.34797668,27.15353775,0.274978191,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B8,132-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B9,131-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,23.95184708,23.93608665,0.022288602,,,,FALSE,0.01,TRUE,3,21,,N,N,N
B10,131-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,23.92032623,23.93608665,0.022288602,,,,FALSE,0.01,TRUE,3,21,,N,N,N
B11,131-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,25.4824791,25.47328949,0.012996065,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B11,131-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B12,131-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,25.46409988,25.47328949,0.012996065,,,,FALSE,0.01,FALSE,3,20,,N,N,N
B12,131-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C1,137-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.66830254,29.68098259,0.017932303,,,,FALSE,0.01,TRUE,3,26,,N,N,N
C2,137-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.69366264,29.68098259,0.017932303,,,,FALSE,0.01,TRUE,3,26,,N,N,N
C3,137-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,31.81295776,31.9057045,0.131163687,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C3,137-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C4,137-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,31.99845123,31.9057045,0.131163687,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C4,137-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C5,132-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.21361732,26.43680954,0.315642804,,,,FALSE,0.01,TRUE,3,23,,N,N,N
C6,132-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.66000366,26.43680954,0.315642804,,,,FALSE,0.01,TRUE,3,22,,N,N,N
C7,132-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,26.37471008,26.45973587,0.120245971,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C7,132-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C8,132-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,26.54476357,26.45973587,0.120245971,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C8,132-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C9,131-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.77729034,26.48006821,0.420335591,,,,FALSE,0.01,TRUE,3,24,,N,N,N
C10,131-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.18284607,26.48006821,0.420335591,,,,FALSE,0.01,TRUE,3,23,,N,N,N
C11,131-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,35.49588394,34.80323029,0.979562879,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C11,131-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C12,131-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,34.11057281,34.80323029,0.979562879,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C12,131-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D1,137-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.86462402,30.67490768,0.268300772,,,,FALSE,0.01,TRUE,3,27,,N,N,N
D2,137-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.48518944,30.67490768,0.268300772,,,,FALSE,0.01,TRUE,3,27,,N,N,N
D3,137-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,30.94334793,30.98947525,0.06523253,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D3,137-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D4,137-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,31.03560066,30.98947525,0.06523253,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D4,137-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D5,132-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.56743813,25.8608036,0.414881438,,,,FALSE,0.01,TRUE,3,22,,N,N,N
D6,132-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.15416908,25.8608036,0.414881438,,,,FALSE,0.01,TRUE,3,22,,N,N,N
D7,132-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,26.41875458,26.3144207,0.147550389,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D7,132-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D8,132-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,26.21008682,26.3144207,0.147550389,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D8,132-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D9,131-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.91658211,25.89587021,0.029291049,,,,FALSE,0.01,TRUE,3,22,,N,N,N
D10,131-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.87515831,25.89587021,0.029291049,,,,FALSE,0.01,TRUE,3,22,,N,N,N
D11,131-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,34.87385178,35.58320618,1.003178596,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D11,131-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D12,131-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,36.29256058,35.58320618,1.003178596,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D12,131-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
E1,137-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,8.743160248,23.19680023,20.44053459,,,,FALSE,0.01,TRUE,3,35,,N,Y,N
E2,137-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,37.65044022,23.19680023,20.44053459,,,,FALSE,0.01,TRUE,3,34,,N,Y,N
E3,137-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,34.20040512,34.46928406,0.38024953,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E3,137-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E4,137-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,34.73815918,34.46928406,0.38024953,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E4,137-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E5,132-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.35059929,26.07351875,0.391851038,,,,FALSE,0.01,TRUE,3,22,,N,N,N
E6,132-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.79643822,26.07351875,0.391851038,,,,FALSE,0.01,TRUE,3,22,,N,N,N
E7,132-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,26.98166275,26.85404968,0.180473477,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E7,132-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E8,132-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,26.72643471,26.85404968,0.180473477,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E8,132-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E9,131-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,36.08808517,36.22169495,0.188950047,,,,FALSE,0.01,TRUE,3,32,,N,N,N
E10,131-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,36.3553009,36.22169495,0.188950047,,,,FALSE,0.01,TRUE,3,31,,N,N,N
E11,131-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E11,131-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E12,131-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,Y
E12,131-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,Y
F1,137-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,34.70481491,34.18060303,0.741350234,,,,FALSE,0.01,TRUE,3,31,,N,Y,N
F2,137-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.65638733,34.18060303,0.741350234,,,,FALSE,0.01,TRUE,3,30,,N,Y,N
F3,137-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.55347061,28.34752655,0.291247547,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F3,137-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F4,137-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.1415844,28.34752655,0.291247547,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F4,137-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F5,132-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.44149399,29.44171143,0.000308852,,,,FALSE,0.01,TRUE,3,26,,N,N,N
F6,132-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.44193077,29.44171143,0.000308852,,,,FALSE,0.01,TRUE,3,25,,N,N,N
F7,132-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.18429565,27.85150719,0.470633954,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F7,132-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F8,132-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,27.51871872,27.85150719,0.470633954,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F8,132-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F9,131-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.71092224,29.97437286,0.372576803,,,,FALSE,0.01,TRUE,3,25,,N,N,N
F10,131-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,30.23782539,29.97437286,0.372576803,,,,FALSE,0.01,TRUE,3,26,,N,N,N
F11,131-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.37250519,32.91789246,0.642916799,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F11,131-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F12,131-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,32.46328354,32.91789246,0.642916799,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F12,131-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G1,137-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.99630547,27.99705124,0.001056031,,,,FALSE,0.01,TRUE,3,25,,N,N,N
G2,137-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.99779892,27.99705124,0.001056031,,,,FALSE,0.01,TRUE,3,25,,N,N,N
G3,137-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.62078285,28.74663544,0.177982435,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G3,137-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G4,137-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,28.87248802,28.74663544,0.177982435,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G4,137-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G5,132-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.85962486,25.97373581,0.161378592,,,,FALSE,0.01,TRUE,3,23,,N,N,N
G6,132-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.08784866,25.97373581,0.161378592,,,,FALSE,0.01,TRUE,3,23,,N,N,N
G7,132-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,27.04664421,27.05445862,0.011049892,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G7,132-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G8,132-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,27.06227112,27.05445862,0.011049892,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G8,132-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G9,131-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.24309349,28.94699478,0.995465398,,,,FALSE,0.01,TRUE,3,24,,N,Y,N
G10,131-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.65089417,28.94699478,0.995465398,,,,FALSE,0.01,TRUE,3,25,,N,Y,N
G11,131-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.2408371,33.27968597,0.05493791,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G11,131-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G12,131-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,33.31853104,33.27968597,0.05493791,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G12,131-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H1,,,,,,,,,,,,,,,,,,N,N,N
H2,65-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,28.12864876,28.45928955,0.467595339,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H2,65-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H3,65-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,28.78992844,28.45928955,0.467595339,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H3,65-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H4,(+)78-10.24.14,Mc,UNKNOWN,FAM,NFQ-MGB,27.97641182,27.92261505,0.07608147,,,,FALSE,0.01,TRUE,3,25,,N,N,N
H5,132-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,30.52076721,30.26702118,0.358851075,,,,FALSE,0.01,TRUE,3,27,,N,N,N
H6,132-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,30.01327515,30.26702118,0.358851075,,,,FALSE,0.01,TRUE,3,27,,N,N,N
H7,132-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,29.64956856,29.88209152,0.328837126,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H7,132-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H8,132-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,30.11461449,29.88209152,0.328837126,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H8,132-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H9,NTC,Mc,NTC,FAM,NFQ-MGB,9.779706001,,,,,,FALSE,0.01,TRUE,3,39,,Y,N,N
H10,NTC,Mc,NTC,FAM,NFQ-MGB,9.485977173,,,,,,FALSE,0.01,TRUE,3,39,,Y,N,N
H11,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H11,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H12,NTC,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H12,NTC,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
