* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160301_CH_Mcap_13.eds
* Experiment Run End Time = 2016-03-01 12:27:10 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	AMPNC	HIGHSD
F6	223-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined	27.088					false	0.01	true	1	2		N	N
F7	223-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	28.6632	28.7948	0.1861				false	0.01	false	3	20		N	N
F7	223-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	29.9177	29.9115	0.0088				false	0.01	false	3	20		N	N
F8	223-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	28.9265	28.7948	0.1861				false	0.01	false	3	20		N	N
F8	223-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	29.9052	29.9115	0.0088				false	0.01	false	3	20		N	N
F9	80-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.2786	31.1976	0.1145				false	0.01	true	3	26		N	N
F10	80-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.1167	31.1976	0.1145				false	0.01	true	3	28		N	N
F11	80-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
F11	80-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	30.2518	30.3115	0.0844				false	0.01	false	3	20		N	N
F12	80-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
F12	80-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	30.3712	30.3115	0.0844				false	0.01	false	3	20		N	N
G1	137-2.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.9172	28.4366	0.7345				false	0.01	true	3	21		N	Y
G2	137-2.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.9559	28.4366	0.7345				false	0.01	true	3	24		N	Y
G3	137-2.11.15	C	UNKNOWN	VIC	NFQ-MGB	27.6185	27.4052	0.3018				false	0.01	false	3	20		N	N
G3	137-2.11.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
G4	137-2.11.15	C	UNKNOWN	VIC	NFQ-MGB	27.1918	27.4052	0.3018				false	0.01	false	3	20		N	N
G4	137-2.11.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
G5	25-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.5687	30.3369	0.3279				false	0.01	true	3	24		N	N
G6	25-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.105	30.3369	0.3279				false	0.01	true	3	25		N	N
G7	25-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.3825	31.4292	0.066				false	0.01	false	3	20		N	N
G7	25-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
G8	25-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.4758	31.4292	0.066				false	0.01	false	3	20		N	N
G8	25-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
G9	80-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	33.8493	34.4961	0.9147				false	0.01	true	3	29		N	Y
G10	80-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	35.1429	34.4961	0.9147				false	0.01	true	3	30		N	Y
G11	80-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
G11	80-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	29.3931	29.1583	0.3321				false	0.01	false	3	20		N	N
G12	80-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
G12	80-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	28.9234	29.1583	0.3321				false	0.01	false	3	20		N	N
H1																		N	N
H2	211-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	32.447	32.9313	0.6849				false	0.01	false	3	20		N	Y
H2	211-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
H3	211-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	33.4156	32.9313	0.6849				false	0.01	false	3	20		N	Y
H3	211-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
H4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.7435	25.9346	0.2702				false	0.01	true	3	20		N	N
H5	25-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	29.3107	29.0344	0.3908				false	0.01	true	3	23		N	N
H6	25-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.7581	29.0344	0.3908				false	0.01	true	3	23		N	N
H7	25-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	28.6458	28.7408	0.1343				false	0.01	false	3	20		N	N
H7	25-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
H8	25-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	28.8357	28.7408	0.1343				false	0.01	false	3	20		N	N
H8	25-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
H9	NTC	Mc	NTC	FAM	NFQ-MGB	4.8472						false	0.01	true	3	5		Y	N
H10	NTC	Mc	NTC	FAM	NFQ-MGB	4.4428						false	0.01	true	3	4		Y	N
H11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	28.8432	28.9555	0.1588				false	0.01	false	3	20		N	Y
H11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	26.377	26.9233	0.7726				false	0.01	false	3	20		N	Y
H12																		N	N
