Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\mahdi\Desktop\CH qPCR\20160226_CH_Mcap_11.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-02-26 13:49:40 PM HST,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,EXPFAIL
B8,130-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
B8,130-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,26.25553703,24.16306877,2.959197044,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
B9,4-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.46637154,29.59055138,0.175616816,,,,FALSE,0.01,TRUE,3,26,,N,N,N
B10,4-11.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.71473122,29.59055138,0.175616816,,,,FALSE,0.01,TRUE,3,24,,N,N,N
B11,4-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
B11,4-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,21.69482994,24.40661049,3.835036755,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
B12,4-11.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
B12,4-11.4.15,D,UNKNOWN,FAM,NFQ-MGB,27.11839104,24.40661049,3.835036755,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C1,66-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,25.3946209,25.51493835,0.17015323,,,,FALSE,0.01,TRUE,3,22,,N,N,N
C2,66-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,25.63525391,25.51493835,0.17015323,,,,FALSE,0.01,TRUE,3,22,,N,N,N
C3,66-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,24.96402168,24.894207,0.098734222,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C3,66-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C4,66-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,24.82439041,24.894207,0.098734222,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C4,66-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
C5,130-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.55695343,33.21003342,0.490618974,,,,FALSE,0.01,TRUE,3,27,,N,N,N
C6,130-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,32.8631134,33.21003342,0.490618974,,,,FALSE,0.01,TRUE,3,28,,N,N,N
C7,130-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C7,130-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,25.04588509,25.78275681,1.042095304,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C8,130-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C8,130-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,26.51963043,25.78275681,1.042095304,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C9,4-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.44499207,26.39799881,0.066459849,,,,FALSE,0.01,TRUE,3,22,,N,N,N
C10,4-12.4.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.35100365,26.39799881,0.066459849,,,,FALSE,0.01,TRUE,3,22,,N,N,N
C11,4-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C11,4-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,21.47395897,23.37612724,2.69007206,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C12,4-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
C12,4-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,25.27829552,23.37612724,2.69007206,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D1,130-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.42173576,28.02461433,0.561614513,,,,FALSE,0.01,TRUE,3,24,,N,Y,N
D2,130-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.6274929,28.02461433,0.561614513,,,,FALSE,0.01,TRUE,3,23,,N,Y,N
D3,130-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D3,130-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,26.75763702,26.46382523,0.415513992,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D4,130-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D4,130-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,26.17001152,26.46382523,0.415513992,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D5,130-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,28.74408722,28.32307434,0.595400751,,,,FALSE,0.01,TRUE,3,24,,N,Y,N
D6,130-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,27.90206337,28.32307434,0.595400751,,,,FALSE,0.01,TRUE,3,24,,N,Y,N
D7,130-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D7,130-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,29.48317528,28.00489426,2.090603828,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D8,130-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D8,130-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,26.52661514,28.00489426,2.090603828,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
D9,4-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.90803146,33.718853,0.267538756,,,,FALSE,0.01,TRUE,3,29,,N,N,N
D10,4-12.17.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.52967453,33.718853,0.267538756,,,,FALSE,0.01,TRUE,3,29,,N,N,N
D11,4-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D11,4-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,21.90683746,22.02775383,0.171001568,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D12,4-12.17.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
D12,4-12.17.15,D,UNKNOWN,FAM,NFQ-MGB,22.1486702,22.02775383,0.171001568,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E1,130-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,27.22796822,27.08333206,0.204546407,,,,FALSE,0.01,TRUE,3,24,,N,N,N
E2,130-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.93869591,27.08333206,0.204546407,,,,FALSE,0.01,TRUE,3,22,,N,N,N
E3,130-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,33.86068726,33.88276291,0.031219687,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E3,130-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E4,130-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,33.90483856,33.88276291,0.031219687,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E4,130-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E5,4-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.11892509,26.03454208,0.119335599,,,,FALSE,0.01,TRUE,3,22,,N,N,N
E6,4-8.11.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.95015907,26.03454208,0.119335599,,,,FALSE,0.01,TRUE,3,22,,N,N,N
E7,4-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E7,4-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,25.05731392,24.94588852,0.157579318,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E8,4-8.11.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E8,4-8.11.15,D,UNKNOWN,FAM,NFQ-MGB,24.83446312,24.94588852,0.157579318,,,,FALSE,0.01,FALSE,3,20,,N,N,N
E9,4-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,27.86229515,27.72668457,0.19178097,,,,FALSE,0.01,TRUE,3,23,,N,N,N
E10,4-1.20.16,Mc,UNKNOWN,FAM,NFQ-MGB,27.5910759,27.72668457,0.19178097,,,,FALSE,0.01,TRUE,3,24,,N,N,N
E11,4-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
E11,4-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,22.60350418,22.15800095,0.630038083,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
E12,4-1.20.16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
E12,4-1.20.16,D,UNKNOWN,FAM,NFQ-MGB,21.7124958,22.15800095,0.630038083,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F1,130-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.38462639,28.36930847,0.021661457,,,,FALSE,0.01,TRUE,3,24,,N,N,N
F2,130-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.35399246,28.36930847,0.021661457,,,,FALSE,0.01,TRUE,3,23,,N,N,N
F3,130-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F3,130-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,21.53792572,23.17237091,2.311453104,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F4,130-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F4,130-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,24.80681419,23.17237091,2.311453104,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F5,4-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.57962799,28.50450897,0.106235683,,,,FALSE,0.01,TRUE,3,24,,N,N,N
F6,4-9.14.15,Mc,UNKNOWN,FAM,NFQ-MGB,28.42938805,28.50450897,0.106235683,,,,FALSE,0.01,TRUE,3,23,,N,N,N
F7,4-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.28909683,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F7,4-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,26.83814049,26.20081711,0.901312709,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F8,4-9.14.15,C,UNKNOWN,VIC,NFQ-MGB,38.28909683,38.28909683,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F8,4-9.14.15,D,UNKNOWN,FAM,NFQ-MGB,25.56349182,26.20081711,0.901312709,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
F9,224-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.88395309,29.74503326,0.196462303,,,,FALSE,0.01,TRUE,3,26,,N,N,N
F10,224-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,29.60611343,29.74503326,0.196462303,,,,FALSE,0.01,TRUE,3,26,,N,N,N
F11,224-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,24.49572372,24.39624596,0.140682802,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F11,224-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,22.56443596,22.8382473,0.387227714,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F12,224-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,24.29676819,24.39624596,0.140682802,,,,FALSE,0.01,FALSE,3,20,,N,N,N
F12,224-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,23.11205864,22.8382473,0.387227714,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G1,130-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,9.222552299,9.431846619,0.295986861,,,,FALSE,0.01,TRUE,3,39,,N,N,Y
G2,130-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,9.641140938,9.431846619,0.295986861,,,,FALSE,0.01,TRUE,3,39,,N,N,Y
G3,130-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G3,130-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,25.42680168,23.50226974,2.721697807,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G4,130-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G4,130-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,21.57773972,23.50226974,2.721697807,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G5,4-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.59858131,26.73085785,0.187065914,,,,FALSE,0.01,TRUE,3,23,,N,N,N
G6,4-10.1.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.86313248,26.73085785,0.187065914,,,,FALSE,0.01,TRUE,3,22,,N,N,N
G7,4-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G7,4-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,21.9527626,21.56715965,0.545324922,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G8,4-10.1.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G8,4-10.1.15,D,UNKNOWN,FAM,NFQ-MGB,21.1815567,21.56715965,0.545324922,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
G9,224-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,25.35510063,25.69343567,0.478476644,,,,FALSE,0.01,TRUE,3,21,,N,N,N
G10,224-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,26.0317688,25.69343567,0.478476644,,,,FALSE,0.01,TRUE,3,19,,N,N,N
G11,224-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,24.62448692,24.67366982,0.069555111,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G11,224-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,22.52490425,22.37227249,0.215852559,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G12,224-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,24.72285271,24.67366982,0.069555111,,,,FALSE,0.01,FALSE,3,20,,N,N,N
G12,224-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,22.21964264,22.37227249,0.215852559,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H1,,,,,,,,,,,,,,,,,,N,N,N
H2,66-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,25.81555176,26.57023239,1.067278266,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
H2,66-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,23.37954903,23.37954903,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
H3,66-12.4.15,C,UNKNOWN,VIC,NFQ-MGB,27.32491112,26.57023239,1.067278266,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
H3,66-12.4.15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,23.37954903,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
H4,(+)78-10.24.14,Mc,UNKNOWN,FAM,NFQ-MGB,27.64225388,27.66107559,0.026616577,,,,FALSE,0.01,TRUE,3,24,,N,N,N
H5,4-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.81557465,33.86576843,0.070982039,,,,FALSE,0.01,TRUE,3,29,,N,N,N
H6,4-10.21.15,Mc,UNKNOWN,FAM,NFQ-MGB,33.9159584,33.86576843,0.070982039,,,,FALSE,0.01,TRUE,3,29,,N,N,N
H7,4-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,35.74535751,35.74535751,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
H7,4-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,22.22879601,25.25228882,4.275866032,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
H8,4-10.21.15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.74535751,,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
H8,4-10.21.15,D,UNKNOWN,FAM,NFQ-MGB,28.27578354,25.25228882,4.275866032,,,,FALSE,0.01,FALSE,3,20,,N,Y,N
H9,NTC,Mc,NTC,FAM,NFQ-MGB,8.963572502,,,,,,FALSE,0.01,TRUE,3,39,,Y,N,N
H10,NTC,Mc,NTC,FAM,NFQ-MGB,9.252919197,,,,,,FALSE,0.01,TRUE,3,39,,Y,N,N
H11,(+)78-10.24.14,C,UNKNOWN,VIC,NFQ-MGB,30.69872856,30.65603638,0.060377214,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H11,(+)78-10.24.14,D,UNKNOWN,FAM,NFQ-MGB,29.28299522,29.38607407,0.145774141,,,,FALSE,0.01,FALSE,3,20,,N,N,N
H12,,,,,,,,,,,,,,,,,,N,N,N
