* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160318_CH_MCap_28.eds
* Experiment Run End Time = 2016-03-18 17:01:57 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
F5	19-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.6236	28.6379	0.0202				false	0.05	false	16	22		N
F6	19-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.6521	28.6379	0.0202				false	0.05	false	16	22		N
F7	19-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	28.4204	28.5547	0.19				false	0.05	false	16	22		N
F7	19-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
F8	19-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	28.689	28.5547	0.19				false	0.05	false	16	22		N
F8	19-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
F9	43-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.4378	27.377	0.0859				false	0.05	false	16	22		N
F10	43-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.3162	27.377	0.0859				false	0.05	false	16	22		N
F11	43-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	32.375	32.8611	0.6874				false	0.05	false	16	22		Y
F11	43-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		Y
F12	43-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	33.3471	32.8611	0.6874				false	0.05	false	16	22		Y
F12	43-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		Y
G1	215-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
G2	215-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
G3	215-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
G3	215-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	39.7843					false	0.05	false	16	22		N
G4	215-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
G4	215-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	39.7843	39.7843					false	0.05	false	16	22		N
G5	20-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	29.5304	29.4921	0.0541				false	0.05	false	16	22		N
G6	20-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	29.4539	29.4921	0.0541				false	0.05	false	16	22		N
G7	20-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	39.4839	39.4101	0.1043				false	0.05	false	16	22		N
G7	20-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	30.1589	30.0253	0.189				false	0.05	false	16	22		N
G8	20-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	39.3363	39.4101	0.1043				false	0.05	false	16	22		N
G8	20-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	29.8916	30.0253	0.189				false	0.05	false	16	22		N
G9	44-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.2933	26.1862	0.1515				false	0.05	false	16	22		N
G10	44-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.079	26.1862	0.1515				false	0.05	false	16	22		N
G11	44-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	27.782	27.873	0.1288				false	0.05	false	16	22		N
G11	44-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
G12	44-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	27.9641	27.873	0.1288				false	0.05	false	16	22		N
G12	44-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
H1																		N
H2	4-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
H2	4-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	31.7292	31.7481	0.0267				false	0.05	false	16	22		N
H3	4-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
H3	4-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	31.7669	31.7481	0.0267				false	0.05	false	16	22		N
H4	NTC	Mc	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
H5	25-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.3214	30.2936	0.0393				false	0.05	false	16	22		N
H6	25-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.2658	30.2936	0.0393				false	0.05	false	16	22		N
H7	25-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	29.737	29.628	0.1542				false	0.05	false	16	22		N
H7	25-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
H8	25-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	29.519	29.628	0.1542				false	0.05	false	16	22		N
H8	25-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
H9	51-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.6859	31.9849	0.4229				false	0.05	false	16	22		N
H10	51-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	32.284	31.9849	0.4229				false	0.05	false	16	22		N
H11	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
H11	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
H12																		N
