* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160303_CH_Mcap_18.eds
* Experiment Run End Time = 2016-03-03 14:16:01 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
G12	31-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	Y
H1																		N	N
H2	201-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	33.0666	33.0019	0.0915				false	0.05	false	16	22		N	N
H2	201-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	27.495	27.5833	0.1249				false	0.05	false	16	22		N	N
H3	201-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	32.9372	33.0019	0.0915				false	0.05	false	16	22		N	N
H3	201-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	27.6716	27.5833	0.1249				false	0.05	false	16	22		N	N
H4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.7613	25.603	0.2239				false	0.05	false	16	22		N	N
H5	109-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.6079	28.4627	0.2054				false	0.05	false	16	22		N	N
H6	109-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.3174	28.4627	0.2054				false	0.05	false	16	22		N	N
H7	109-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	29.7924	29.723	0.0982				false	0.05	false	16	22		N	Y
H7	109-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	37.6834					false	0.05	false	16	22		N	Y
H8	109-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	29.6536	29.723	0.0982				false	0.05	false	16	22		N	N
H8	109-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	37.6834	37.6834					false	0.05	false	16	22		N	N
H9	NTC	Mc	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
H10	NTC	Mc	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
H11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.3598	30.2879	0.1017				false	0.05	false	16	22		N	N
H11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	27.6867	27.5454	0.1999				false	0.05	false	16	22		N	N
H12																		N	N
